Date,FromCurrency,ToCurrency,Exchange
2026-10-18,GBP,GBP,1.00000
2026-10-18,GBP,USD,1.35519
2026-10-18,USD,AUD,1.41007
2026-10-18,USD,CAD,1.27207
2026-10-18,USD,EUR,0.87230
2026-10-18,USD,GBP,0.73790
2026-10-18,USD,USD,1.00000
2026-10-19,AUD,AUD,1.00000
2026-10-19,AUD,CAD,0.90441
2026-10-19,AUD,EUR,0.63095
2026-10-19,AUD,GBP,0.52500
2026-10-19,AUD,USD,0.71210
2026-10-19,CAD,AUD,1.10569
2026-10-19,CAD,CAD,1.00000
2026-10-19,CAD,EUR,0.69764
2026-10-19,CAD,GBP,0.58049
2026-10-19,CAD,USD,0.78736
2026-10-19,EUR,AUD,1.5849
2026-10-19,EUR,CAD,1.4334
2026-10-19,EUR,EUR,1.0
2026-10-19,EUR,GBP,0.83208
2026-10-19,EUR,USD,1.1286
2026-10-19,GBP,AUD,1.90474
2026-10-19,GBP,CAD,1.72267
2026-10-19,GBP,EUR,1.20181
2026-10-19,GBP,GBP,1.00000
2026-10-19,GBP,USD,1.35636
2026-10-19,USD,AUD,1.40431
2026-10-19,USD,CAD,1.27007
2026-10-19,USD,EUR,0.88605
2026-10-19,USD,GBP,0.73727
2026-10-19,USD,USD,1.00000
2026-10-20,AUD,AUD,1.00000
2026-10-20,AUD,CAD,0.90536
2026-10-20,AUD,EUR,0.63179
2026-10-20,AUD,GBP,0.52688
2026-10-20,AUD,USD,0.71538
2026-10-20,CAD,AUD,1.10454
2026-10-20,CAD,CAD,1.00000
2026-10-20,CAD,EUR,0.69784
2026-10-20,CAD,GBP,0.58196
2026-10-20,CAD,USD,0.79016
2026-10-20,EUR,AUD,1.5828
2026-10-20,EUR,CAD,1.433
2026-10-20,EUR,EUR,1.0
2026-10-20,EUR,GBP,0.83395
2026-10-20,EUR,USD,1.1323
2026-10-20,GBP,AUD,1.89796
2026-10-20,GBP,CAD,1.71833
2026-10-20,GBP,EUR,1.19911
2026-10-20,GBP,GBP,1.00000
2026-10-20,GBP,USD,1.35776
2026-10-20,USD,AUD,1.39786
2026-10-20,USD,CAD,1.26557
2026-10-20,USD,EUR,0.88316
2026-10-20,USD,GBP,0.73651
2026-10-20,USD,USD,1.00000
2026-10-21,AUD,AUD,1.00000
2026-10-21,AUD,CAD,0.90112
2026-10-21,AUD,EUR,0.63020
2026-10-21,AUD,GBP,0.52620
2026-10-21,AUD,USD,0.70960
2026-10-21,CAD,AUD,1.10973
2026-10-21,CAD,CAD,1.00000
2026-10-21,CAD,EUR,0.69935
2026-10-21,CAD,GBP,0.58394
2026-10-21,CAD,USD,0.78747
2026-10-21,EUR,AUD,1.5868
2026-10-21,EUR,CAD,1.4299
2026-10-21,EUR,EUR,1.0
2026-10-21,EUR,GBP,0.83498
2026-10-21,EUR,USD,1.126
2026-10-21,GBP,AUD,1.90040
2026-10-21,GBP,CAD,1.71250
2026-10-21,GBP,EUR,1.19763
2026-10-21,GBP,GBP,1.00000
2026-10-21,GBP,USD,1.34854
2026-10-21,USD,AUD,1.40924
2026-10-21,USD,CAD,1.26989
2026-10-21,USD,EUR,0.88810
2026-10-21,USD,GBP,0.74155
2026-10-21,USD,USD,1.00000
2026-10-22,AUD,AUD,1.00000
2026-10-22,AUD,CAD,0.89968
2026-10-22,AUD,EUR,0.63211
2026-10-22,AUD,GBP,0.52562
2026-10-22,AUD,USD,0.70518
2026-10-22,CAD,AUD,1.11150
2026-10-22,CAD,CAD,1.00000
2026-10-22,CAD,EUR,0.70259
2026-10-22,CAD,GBP,0.58423
2026-10-22,CAD,USD,0.78381
2026-10-22,EUR,AUD,1.582
2026-10-22,EUR,CAD,1.4233
2026-10-22,EUR,EUR,1.0
2026-10-22,EUR,GBP,0.83153
2026-10-22,EUR,USD,1.1156
2026-10-22,GBP,AUD,1.90252
2026-10-22,GBP,CAD,1.71166
2026-10-22,GBP,EUR,1.20260
2026-10-22,GBP,GBP,1.00000
2026-10-22,GBP,USD,1.34162
2026-10-22,USD,AUD,1.41807
2026-10-22,USD,CAD,1.27582
2026-10-22,USD,EUR,0.89638
2026-10-22,USD,GBP,0.74537
2026-10-22,USD,USD,1.00000
2026-10-23,AUD,AUD,1.00000
2026-10-23,AUD,CAD,0.89155
2026-10-23,AUD,EUR,0.62613
2026-10-23,AUD,GBP,0.52081
2026-10-23,AUD,USD,0.69739
2026-10-23,CAD,AUD,1.12164
2026-10-23,CAD,CAD,1.00000
2026-10-23,CAD,EUR,0.70230
2026-10-23,CAD,GBP,0.58416
2026-10-23,CAD,USD,0.78222
2026-10-23,EUR,AUD,1.5971
2026-10-23,EUR,CAD,1.4239
2026-10-23,EUR,EUR,1.0
2026-10-23,EUR,GBP,0.83178
2026-10-23,EUR,USD,1.1138
2026-10-23,GBP,AUD,1.92010
2026-10-23,GBP,CAD,1.71187
2026-10-23,GBP,EUR,1.20224
2026-10-23,GBP,GBP,1.00000
2026-10-23,GBP,USD,1.33906
2026-10-23,USD,AUD,1.43392
2026-10-23,USD,CAD,1.27842
2026-10-23,USD,EUR,0.89783
2026-10-23,USD,GBP,0.74679
2026-10-23,USD,USD,1.00000
2026-10-24,AUD,AUD,1.00000
2026-10-24,AUD,CAD,0.89155
2026-10-24,AUD,EUR,0.62613
2026-10-24,AUD,GBP,0.52081
2026-10-24,AUD,USD,0.69739
2026-10-24,CAD,AUD,1.12164
2026-10-24,CAD,CAD,1.00000
2026-10-24,CAD,EUR,0.70230
2026-10-24,CAD,GBP,0.58416
2026-10-24,CAD,USD,0.78222
2026-10-24,EUR,AUD,1.5971
2026-10-24,EUR,CAD,1.4239
2026-10-24,EUR,EUR,1.0
2026-10-24,EUR,GBP,0.83178
2026-10-24,EUR,USD,1.1138
2026-10-24,GBP,AUD,1.92010
2026-10-24,GBP,CAD,1.71187
2026-10-24,GBP,EUR,1.20224
2026-10-24,GBP,GBP,1.00000
2026-10-24,GBP,USD,1.33906
2026-10-24,USD,AUD,1.43392
2026-10-24,USD,CAD,1.27842
2026-10-24,USD,EUR,0.89783
2026-10-24,USD,GBP,0.74679
2026-10-24,USD,USD,1.00000
2026-10-25,AUD,AUD,1.00000
2026-10-25,AUD,CAD,0.89155
2026-10-25,AUD,EUR,0.62613
2026-10-25,AUD,GBP,0.52081
2026-10-25,AUD,USD,0.69739
2026-10-25,CAD,AUD,1.12164
2026-10-25,CAD,CAD,1.00000
2026-10-25,CAD,EUR,0.70230
2026-10-25,CAD,GBP,0.58416
2026-10-25,CAD,USD,0.78222
2026-10-25,EUR,AUD,1.5971
2026-10-25,EUR,CAD,1.4239
2026-10-25,EUR,EUR,1.0
2026-10-25,EUR,GBP,0.83178
2026-10-25,EUR,USD,1.1138
2026-10-25,GBP,AUD,1.92010
2026-10-25,GBP,CAD,1.71187
2026-10-25,GBP,EUR,1.20224
2026-10-25,GBP,GBP,1.00000
2026-10-25,GBP,USD,1.33906
2026-10-25,USD,AUD,1.43392
2026-10-25,USD,CAD,1.27842
2026-10-25,USD,EUR,0.89783
2026-10-25,USD,GBP,0.74679
2026-10-25,USD,USD,1.00000
2026-10-26,AUD,AUD,1.00000
2026-10-26,AUD,CAD,0.89791
2026-10-26,AUD,EUR,0.63408
2026-10-26,AUD,GBP,0.52862
2026-10-26,AUD,USD,0.70763
2026-10-26,CAD,AUD,1.11369
2026-10-26,CAD,CAD,1.00000
2026-10-26,CAD,EUR,0.70616
2026-10-26,CAD,GBP,0.58872
2026-10-26,CAD,USD,0.78808
2026-10-26,EUR,AUD,1.5771
2026-10-26,EUR,CAD,1.4161
2026-10-26,EUR,EUR,1.0
2026-10-26,EUR,GBP,0.83368
2026-10-26,EUR,USD,1.116
2026-10-26,GBP,AUD,1.89173
2026-10-26,GBP,CAD,1.69861
2026-10-26,GBP,EUR,1.19950
2026-10-26,GBP,GBP,1.00000
2026-10-26,GBP,USD,1.33864
2026-10-26,USD,AUD,1.41317
2026-10-26,USD,CAD,1.26891
2026-10-26,USD,EUR,0.89606
2026-10-26,USD,GBP,0.74703
2026-10-26,USD,USD,1.00000
2026-10-27,AUD,AUD,1.00000
2026-10-27,AUD,CAD,0.90119
2026-10-27,AUD,EUR,0.63585
2026-10-27,AUD,GBP,0.53067
2026-10-27,AUD,USD,0.71705
2026-10-27,CAD,AUD,1.10965
2026-10-27,CAD,CAD,1.00000
2026-10-27,CAD,EUR,0.70557
2026-10-27,CAD,GBP,0.58885
2026-10-27,CAD,USD,0.79567
2026-10-27,EUR,AUD,1.5727
2026-10-27,EUR,CAD,1.4173
2026-10-27,EUR,EUR,1.0
2026-10-27,EUR,GBP,0.83458
2026-10-27,EUR,USD,1.1277
2026-10-27,GBP,AUD,1.88442
2026-10-27,GBP,CAD,1.69822
2026-10-27,GBP,EUR,1.19821
2026-10-27,GBP,GBP,1.00000
2026-10-27,GBP,USD,1.35122
2026-10-27,USD,AUD,1.39461
2026-10-27,USD,CAD,1.25681
2026-10-27,USD,EUR,0.88676
2026-10-27,USD,GBP,0.74007
2026-10-27,USD,USD,1.00000
2026-10-28,AUD,AUD,1.00000
2026-10-28,AUD,CAD,0.90091
2026-10-28,AUD,EUR,0.63235
2026-10-28,AUD,GBP,0.52936
2026-10-28,AUD,USD,0.71253
2026-10-28,CAD,AUD,1.10999
2026-10-28,CAD,CAD,1.00000
2026-10-28,CAD,EUR,0.70190
2026-10-28,CAD,GBP,0.58758
2026-10-28,CAD,USD,0.79090
2026-10-28,EUR,AUD,1.5814
2026-10-28,EUR,CAD,1.4247
2026-10-28,EUR,EUR,1.0
2026-10-28,EUR,GBP,0.83713
2026-10-28,EUR,USD,1.1268
2026-10-28,GBP,AUD,1.88907
2026-10-28,GBP,CAD,1.70189
2026-10-28,GBP,EUR,1.19456
2026-10-28,GBP,GBP,1.00000
2026-10-28,GBP,USD,1.34603
2026-10-28,USD,AUD,1.40344
2026-10-28,USD,CAD,1.26438
2026-10-28,USD,EUR,0.88747
2026-10-28,USD,GBP,0.74293
2026-10-28,USD,USD,1.00000
2026-10-29,AUD,AUD,1.00000
2026-10-29,AUD,CAD,0.89934
2026-10-29,AUD,EUR,0.63028
2026-10-29,AUD,GBP,0.52819
2026-10-29,AUD,USD,0.71247
2026-10-29,CAD,AUD,1.11192
2026-10-29,CAD,CAD,1.00000
2026-10-29,CAD,EUR,0.70082
2026-10-29,CAD,GBP,0.58731
2026-10-29,CAD,USD,0.79221
2026-10-29,EUR,AUD,1.5866
2026-10-29,EUR,CAD,1.4269
2026-10-29,EUR,EUR,1.0
2026-10-29,EUR,GBP,0.83803
2026-10-29,EUR,USD,1.1304
2026-10-29,GBP,AUD,1.89325
2026-10-29,GBP,CAD,1.70268
2026-10-29,GBP,EUR,1.19327
2026-10-29,GBP,GBP,1.00000
2026-10-29,GBP,USD,1.34888
2026-10-29,USD,AUD,1.40357
2026-10-29,USD,CAD,1.26230
2026-10-29,USD,EUR,0.88464
2026-10-29,USD,GBP,0.74136
2026-10-29,USD,USD,1.00000
2026-10-30,AUD,AUD,1.00000
2026-10-30,AUD,CAD,0.90091
2026-10-30,AUD,EUR,0.63395
2026-10-30,AUD,GBP,0.53020
2026-10-30,AUD,USD,0.71941
2026-10-30,CAD,AUD,1.10999
2026-10-30,CAD,CAD,1.00000
2026-10-30,CAD,EUR,0.70368
2026-10-30,CAD,GBP,0.58851
2026-10-30,CAD,USD,0.79854
2026-10-30,EUR,AUD,1.5774
2026-10-30,EUR,CAD,1.4211
2026-10-30,EUR,EUR,1.0
2026-10-30,EUR,GBP,0.83633
2026-10-30,EUR,USD,1.1348
2026-10-30,GBP,AUD,1.88610
2026-10-30,GBP,CAD,1.69921
2026-10-30,GBP,EUR,1.19570
2026-10-30,GBP,GBP,1.00000
2026-10-30,GBP,USD,1.35688
2026-10-30,USD,AUD,1.39002
2026-10-30,USD,CAD,1.25229
2026-10-30,USD,EUR,0.88121
2026-10-30,USD,GBP,0.73698
2026-10-30,USD,USD,1.00000
2026-10-31,AUD,AUD,1.00000
2026-10-31,AUD,CAD,0.90091
2026-10-31,AUD,EUR,0.63395
2026-10-31,AUD,GBP,0.53020
2026-10-31,AUD,USD,0.71941
2026-10-31,CAD,AUD,1.10999
2026-10-31,CAD,CAD,1.00000
2026-10-31,CAD,EUR,0.70368
2026-10-31,CAD,GBP,0.58851
2026-10-31,CAD,USD,0.79854
2026-10-31,EUR,AUD,1.5774
2026-10-31,EUR,CAD,1.4211
2026-10-31,EUR,EUR,1.0
2026-10-31,EUR,GBP,0.83633
2026-10-31,EUR,USD,1.1348
2026-10-31,GBP,AUD,1.88610
2026-10-31,GBP,CAD,1.69921
2026-10-31,GBP,EUR,1.19570
2026-10-31,GBP,GBP,1.00000
2026-10-31,GBP,USD,1.35688
2026-10-31,USD,AUD,1.39002
2026-10-31,USD,CAD,1.25229
2026-10-31,USD,EUR,0.88121
2026-10-31,USD,GBP,0.73698
2026-10-31,USD,USD,1.00000
2026-11-01,AUD,AUD,1.00000
2026-11-01,AUD,CAD,0.90091
2026-11-01,AUD,EUR,0.63395
2026-11-01,AUD,GBP,0.53020
2026-11-01,AUD,USD,0.71941
2026-11-01,CAD,AUD,1.10999
2026-11-01,CAD,CAD,1.00000
2026-11-01,CAD,EUR,0.70368
2026-11-01,CAD,GBP,0.58851
2026-11-01,CAD,USD,0.79854
2026-11-01,EUR,AUD,1.5774
2026-11-01,EUR,CAD,1.4211
2026-11-01,EUR,EUR,1.0
2026-11-01,EUR,GBP,0.83633
2026-11-01,EUR,USD,1.1348
2026-11-01,GBP,AUD,1.88610
2026-11-01,GBP,CAD,1.69921
2026-11-01,GBP,EUR,1.19570
2026-11-01,GBP,GBP,1.00000
2026-11-01,GBP,USD,1.35688
2026-11-01,USD,AUD,1.39002
2026-11-01,USD,CAD,1.25229
2026-11-01,USD,EUR,0.88121
2026-11-01,USD,GBP,0.73698
2026-11-01,USD,USD,1.00000
2026-11-02,AUD,AUD,1.00000
2026-11-02,AUD,CAD,0.90397
2026-11-02,AUD,EUR,0.63849
2026-11-02,AUD,GBP,0.53164
2026-11-02,AUD,USD,0.72392
2026-11-02,CAD,AUD,1.10623
2026-11-02,CAD,CAD,1.00000
2026-11-02,CAD,EUR,0.70631
2026-11-02,CAD,GBP,0.58811
2026-11-02,CAD,USD,0.80082
2026-11-02,EUR,AUD,1.5662
2026-11-02,EUR,CAD,1.4158
2026-11-02,EUR,EUR,1.0
2026-11-02,EUR,GBP,0.83265
2026-11-02,EUR,USD,1.1338
2026-11-02,GBP,AUD,1.88098
2026-11-02,GBP,CAD,1.70035
2026-11-02,GBP,EUR,1.20098
2026-11-02,GBP,GBP,1.00000
2026-11-02,GBP,USD,1.36168
2026-11-02,USD,AUD,1.38137
2026-11-02,USD,CAD,1.24872
2026-11-02,USD,EUR,0.88199
2026-11-02,USD,GBP,0.73439
2026-11-02,USD,USD,1.00000
2026-11-03,AUD,AUD,1.00000
2026-11-03,AUD,CAD,0.90038
2026-11-03,AUD,EUR,0.63658
2026-11-03,AUD,GBP,0.52943
2026-11-03,AUD,USD,0.72220
2026-11-03,CAD,AUD,1.11065
2026-11-03,CAD,CAD,1.00000
2026-11-03,CAD,EUR,0.70701
2026-11-03,CAD,GBP,0.58801
2026-11-03,CAD,USD,0.80211
2026-11-03,EUR,AUD,1.5709
2026-11-03,EUR,CAD,1.4144
2026-11-03,EUR,EUR,1.0
2026-11-03,EUR,GBP,0.83168
2026-11-03,EUR,USD,1.1345
2026-11-03,GBP,AUD,1.88883
2026-11-03,GBP,CAD,1.70065
2026-11-03,GBP,EUR,1.20239
2026-11-03,GBP,GBP,1.00000
2026-11-03,GBP,USD,1.36411
2026-11-03,USD,AUD,1.38466
2026-11-03,USD,CAD,1.24672
2026-11-03,USD,EUR,0.88145
2026-11-03,USD,GBP,0.73308
2026-11-03,USD,USD,1.00000
2026-11-04,AUD,AUD,1.00000
2026-11-04,AUD,CAD,0.89863
2026-11-04,AUD,EUR,0.63159
2026-11-04,AUD,GBP,0.52847
2026-11-04,AUD,USD,0.71793
2026-11-04,CAD,AUD,1.11281
2026-11-04,CAD,CAD,1.00000
2026-11-04,CAD,EUR,0.70284
2026-11-04,CAD,GBP,0.58809
2026-11-04,CAD,USD,0.79892
2026-11-04,EUR,AUD,1.5833
2026-11-04,EUR,CAD,1.4228
2026-11-04,EUR,EUR,1.0
2026-11-04,EUR,GBP,0.83673
2026-11-04,EUR,USD,1.1367
2026-11-04,GBP,AUD,1.89225
2026-11-04,GBP,CAD,1.70043
2026-11-04,GBP,EUR,1.19513
2026-11-04,GBP,GBP,1.00000
2026-11-04,GBP,USD,1.35850
2026-11-04,USD,AUD,1.39289
2026-11-04,USD,CAD,1.25169
2026-11-04,USD,EUR,0.87974
2026-11-04,USD,GBP,0.73610
2026-11-04,USD,USD,1.00000
2026-11-05,AUD,AUD,1.00000
2026-11-05,AUD,CAD,0.90361
2026-11-05,AUD,EUR,0.63247
2026-11-05,AUD,GBP,0.52858
2026-11-05,AUD,USD,0.72121
2026-11-05,CAD,AUD,1.10667
2026-11-05,CAD,CAD,1.00000
2026-11-05,CAD,EUR,0.69994
2026-11-05,CAD,GBP,0.58496
2026-11-05,CAD,USD,0.79814
2026-11-05,EUR,AUD,1.5811
2026-11-05,EUR,CAD,1.4287
2026-11-05,EUR,EUR,1.0
2026-11-05,EUR,GBP,0.83573
2026-11-05,EUR,USD,1.1403
2026-11-05,GBP,AUD,1.89188
2026-11-05,GBP,CAD,1.70952
2026-11-05,GBP,EUR,1.19656
2026-11-05,GBP,GBP,1.00000
2026-11-05,GBP,USD,1.36444
2026-11-05,USD,AUD,1.38656
2026-11-05,USD,CAD,1.25292
2026-11-05,USD,EUR,0.87696
2026-11-05,USD,GBP,0.73290
2026-11-05,USD,USD,1.00000
2026-11-06,AUD,AUD,1.00000
2026-11-06,AUD,CAD,0.90679
2026-11-06,AUD,EUR,0.63279
2026-11-06,AUD,GBP,0.52843
2026-11-06,AUD,USD,0.72436
2026-11-06,CAD,AUD,1.10279
2026-11-06,CAD,CAD,1.00000
2026-11-06,CAD,EUR,0.69784
2026-11-06,CAD,GBP,0.58275
2026-11-06,CAD,USD,0.79881
2026-11-06,EUR,AUD,1.5803
2026-11-06,EUR,CAD,1.433
2026-11-06,EUR,EUR,1.0
2026-11-06,EUR,GBP,0.83508
2026-11-06,EUR,USD,1.1447
2026-11-06,GBP,AUD,1.89239
2026-11-06,GBP,CAD,1.71600
2026-11-06,GBP,EUR,1.19749
2026-11-06,GBP,GBP,1.00000
2026-11-06,GBP,USD,1.37077
2026-11-06,USD,AUD,1.38054
2026-11-06,USD,CAD,1.25186
2026-11-06,USD,EUR,0.87359
2026-11-06,USD,GBP,0.72952
2026-11-06,USD,USD,1.00000
2026-11-07,AUD,AUD,1.00000
2026-11-07,AUD,CAD,0.90679
2026-11-07,AUD,EUR,0.63279
2026-11-07,AUD,GBP,0.52843
2026-11-07,AUD,USD,0.72436
2026-11-07,CAD,AUD,1.10279
2026-11-07,CAD,CAD,1.00000
2026-11-07,CAD,EUR,0.69784
2026-11-07,CAD,GBP,0.58275
2026-11-07,CAD,USD,0.79881
2026-11-07,EUR,AUD,1.5803
2026-11-07,EUR,CAD,1.433
2026-11-07,EUR,EUR,1.0
2026-11-07,EUR,GBP,0.83508
2026-11-07,EUR,USD,1.1447
2026-11-07,GBP,AUD,1.89239
2026-11-07,GBP,CAD,1.71600
2026-11-07,GBP,EUR,1.19749
2026-11-07,GBP,GBP,1.00000
2026-11-07,GBP,USD,1.37077
2026-11-07,USD,AUD,1.38054
2026-11-07,USD,CAD,1.25186
2026-11-07,USD,EUR,0.87359
2026-11-07,USD,GBP,0.72952
2026-11-07,USD,USD,1.00000
2026-11-08,AUD,AUD,1.00000
2026-11-08,AUD,CAD,0.90679
2026-11-08,AUD,EUR,0.63279
2026-11-08,AUD,GBP,0.52843
2026-11-08,AUD,USD,0.72436
2026-11-08,CAD,AUD,1.10279
2026-11-08,CAD,CAD,1.00000
2026-11-08,CAD,EUR,0.69784
2026-11-08,CAD,GBP,0.58275
2026-11-08,CAD,USD,0.79881
2026-11-08,EUR,AUD,1.5803
2026-11-08,EUR,CAD,1.433
2026-11-08,EUR,EUR,1.0
2026-11-08,EUR,GBP,0.83508
2026-11-08,EUR,USD,1.1447
2026-11-08,GBP,AUD,1.89239
2026-11-08,GBP,CAD,1.71600
2026-11-08,GBP,EUR,1.19749
2026-11-08,GBP,GBP,1.00000
2026-11-08,GBP,USD,1.37077
2026-11-08,USD,AUD,1.38054
2026-11-08,USD,CAD,1.25186
2026-11-08,USD,EUR,0.87359
2026-11-08,USD,GBP,0.72952
2026-11-08,USD,USD,1.00000
2026-11-09,AUD,AUD,1.00000
2026-11-09,AUD,CAD,0.91056
2026-11-09,AUD,EUR,0.63658
2026-11-09,AUD,GBP,0.53183
2026-11-09,AUD,USD,0.72971
2026-11-09,CAD,AUD,1.09822
2026-11-09,CAD,CAD,1.00000
2026-11-09,CAD,EUR,0.69911
2026-11-09,CAD,GBP,0.58407
2026-11-09,CAD,USD,0.80138
2026-11-09,EUR,AUD,1.5709
2026-11-09,EUR,CAD,1.4304
2026-11-09,EUR,EUR,1.0
2026-11-09,EUR,GBP,0.83545
2026-11-09,EUR,USD,1.1463
2026-11-09,GBP,AUD,1.88030
2026-11-09,GBP,CAD,1.71213
2026-11-09,GBP,EUR,1.19696
2026-11-09,GBP,GBP,1.00000
2026-11-09,GBP,USD,1.37207
2026-11-09,USD,AUD,1.37041
2026-11-09,USD,CAD,1.24784
2026-11-09,USD,EUR,0.87237
2026-11-09,USD,GBP,0.72882
2026-11-09,USD,USD,1.00000
2026-11-10,AUD,AUD,1.00000
2026-11-10,AUD,CAD,0.90477
2026-11-10,AUD,EUR,0.63444
2026-11-10,AUD,GBP,0.52873
2026-11-10,AUD,USD,0.72136
2026-11-10,CAD,AUD,1.10525
2026-11-10,CAD,CAD,1.00000
2026-11-10,CAD,EUR,0.70121
2026-11-10,CAD,GBP,0.58438
2026-11-10,CAD,USD,0.79728
2026-11-10,EUR,AUD,1.5762
2026-11-10,EUR,CAD,1.4261
2026-11-10,EUR,EUR,1.0
2026-11-10,EUR,GBP,0.83338
2026-11-10,EUR,USD,1.137
2026-11-10,GBP,AUD,1.89133
2026-11-10,GBP,CAD,1.71122
2026-11-10,GBP,EUR,1.19993
2026-11-10,GBP,GBP,1.00000
2026-11-10,GBP,USD,1.36432
2026-11-10,USD,AUD,1.38628
2026-11-10,USD,CAD,1.25427
2026-11-10,USD,EUR,0.87951
2026-11-10,USD,GBP,0.73296
2026-11-10,USD,USD,1.00000
2026-11-11,AUD,AUD,1.00000
2026-11-11,AUD,CAD,0.90667
2026-11-11,AUD,EUR,0.63275
2026-11-11,AUD,GBP,0.52819
2026-11-11,AUD,USD,0.71729
2026-11-11,CAD,AUD,1.10294
2026-11-11,CAD,CAD,1.00000
2026-11-11,CAD,EUR,0.69789
2026-11-11,CAD,GBP,0.58256
2026-11-11,CAD,USD,0.79112
2026-11-11,EUR,AUD,1.5804
2026-11-11,EUR,CAD,1.4329
2026-11-11,EUR,EUR,1.0
2026-11-11,EUR,GBP,0.83475
2026-11-11,EUR,USD,1.1336
2026-11-11,GBP,AUD,1.89326
2026-11-11,GBP,CAD,1.71656
2026-11-11,GBP,EUR,1.19796
2026-11-11,GBP,GBP,1.00000
2026-11-11,GBP,USD,1.35801
2026-11-11,USD,AUD,1.39414
2026-11-11,USD,CAD,1.26403
2026-11-11,USD,EUR,0.88215
2026-11-11,USD,GBP,0.73637
2026-11-11,USD,USD,1.00000
2026-11-12,AUD,AUD,1.00000
2026-11-12,AUD,CAD,0.90827
2026-11-12,AUD,EUR,0.63395
2026-11-12,AUD,GBP,0.52871
2026-11-12,AUD,USD,0.71751
2026-11-12,CAD,AUD,1.10100
2026-11-12,CAD,CAD,1.00000
2026-11-12,CAD,EUR,0.69798
2026-11-12,CAD,GBP,0.58210
2026-11-12,CAD,USD,0.78998
2026-11-12,EUR,AUD,1.5774
2026-11-12,EUR,CAD,1.4327
2026-11-12,EUR,EUR,1.0
2026-11-12,EUR,GBP,0.83398
2026-11-12,EUR,USD,1.1318
2026-11-12,GBP,AUD,1.89141
2026-11-12,GBP,CAD,1.71791
2026-11-12,GBP,EUR,1.19907
2026-11-12,GBP,GBP,1.00000
2026-11-12,GBP,USD,1.35711
2026-11-12,USD,AUD,1.39371
2026-11-12,USD,CAD,1.26586
2026-11-12,USD,EUR,0.88355
2026-11-12,USD,GBP,0.73686
2026-11-12,USD,USD,1.00000
2026-11-13,AUD,AUD,1.00000
2026-11-13,AUD,CAD,0.90952
2026-11-13,AUD,EUR,0.63275
2026-11-13,AUD,GBP,0.52790
2026-11-13,AUD,USD,0.71488
2026-11-13,CAD,AUD,1.09949
2026-11-13,CAD,CAD,1.00000
2026-11-13,CAD,EUR,0.69570
2026-11-13,CAD,GBP,0.58042
2026-11-13,CAD,USD,0.78600
2026-11-13,EUR,AUD,1.5804
2026-11-13,EUR,CAD,1.4374
2026-11-13,EUR,EUR,1.0
2026-11-13,EUR,GBP,0.8343
2026-11-13,EUR,USD,1.1298
2026-11-13,GBP,AUD,1.89428
2026-11-13,GBP,CAD,1.72288
2026-11-13,GBP,EUR,1.19861
2026-11-13,GBP,GBP,1.00000
2026-11-13,GBP,USD,1.35419
2026-11-13,USD,AUD,1.39883
2026-11-13,USD,CAD,1.27226
2026-11-13,USD,EUR,0.88511
2026-11-13,USD,GBP,0.73845
2026-11-13,USD,USD,1.00000
2026-11-14,AUD,AUD,1.00000
2026-11-14,AUD,CAD,0.90952
2026-11-14,AUD,EUR,0.63275
2026-11-14,AUD,GBP,0.52790
2026-11-14,AUD,USD,0.71488
2026-11-14,CAD,AUD,1.09949
2026-11-14,CAD,CAD,1.00000
2026-11-14,CAD,EUR,0.69570
2026-11-14,CAD,GBP,0.58042
2026-11-14,CAD,USD,0.78600
2026-11-14,EUR,AUD,1.5804
2026-11-14,EUR,CAD,1.4374
2026-11-14,EUR,EUR,1.0
2026-11-14,EUR,GBP,0.8343
2026-11-14,EUR,USD,1.1298
2026-11-14,GBP,AUD,1.89428
2026-11-14,GBP,CAD,1.72288
2026-11-14,GBP,EUR,1.19861
2026-11-14,GBP,GBP,1.00000
2026-11-14,GBP,USD,1.35419
2026-11-14,USD,AUD,1.39883
2026-11-14,USD,CAD,1.27226
2026-11-14,USD,EUR,0.88511
2026-11-14,USD,GBP,0.73845
2026-11-14,USD,USD,1.00000
2026-11-15,AUD,AUD,1.00000
2026-11-15,AUD,CAD,0.90952
2026-11-15,AUD,EUR,0.63275
2026-11-15,AUD,GBP,0.52790
2026-11-15,AUD,USD,0.71488
2026-11-15,CAD,AUD,1.09949
2026-11-15,CAD,CAD,1.00000
2026-11-15,CAD,EUR,0.69570
2026-11-15,CAD,GBP,0.58042
2026-11-15,CAD,USD,0.78600
2026-11-15,EUR,AUD,1.5804
2026-11-15,EUR,CAD,1.4374
2026-11-15,EUR,EUR,1.0
2026-11-15,EUR,GBP,0.8343
2026-11-15,EUR,USD,1.1298
2026-11-15,GBP,AUD,1.89428
2026-11-15,GBP,CAD,1.72288
2026-11-15,GBP,EUR,1.19861
2026-11-15,GBP,GBP,1.00000
2026-11-15,GBP,USD,1.35419
2026-11-15,USD,AUD,1.39883
2026-11-15,USD,CAD,1.27226
2026-11-15,USD,EUR,0.88511
2026-11-15,USD,GBP,0.73845
2026-11-15,USD,USD,1.00000
2026-11-16,AUD,AUD,1.00000
2026-11-16,AUD,CAD,0.91590
2026-11-16,AUD,EUR,0.63379
2026-11-16,AUD,GBP,0.52981
2026-11-16,AUD,USD,0.71714
2026-11-16,CAD,AUD,1.09183
2026-11-16,CAD,CAD,1.00000
2026-11-16,CAD,EUR,0.69199
